@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.823002,1.836648,13
1.830172,1.834386,13
1.732823,1.472954,13
1.778254,1.541549,13
1.874611,1.905559,13
1.815293,1.826032,13
1.706425,1.506891,13
1.711966,1.466282,13
1.820335,1.830843,13
1.818407,1.848004,13
1.745014,1.515457,13
1.726437,1.470843,13
1.820673,1.828876,13
1.811632,1.843694,13
1.730051,1.493403,13
1.696693,1.46571,13
1.812814,1.847244,13
1.820906,1.834868,13
1.746954,1.479493,13
1.769763,1.54569,13
1.802635,1.844232,13
1.803729,1.857146,13
1.714372,1.457668,13
1.693922,1.465342,13
1.808937,1.844488,13
1.806279,1.852572,13
1.713865,1.471227,13
1.712288,1.474211,13
1.800795,1.848311,13
1.805067,1.850962,13
1.707708,1.46441,13
1.691984,1.473354,13
1.80203,1.84722,13
1.814199,1.86926,13
1.719288,1.529148,13
1.682013,1.464157,13
1.815908,1.845249,13
1.815382,1.839449,13
1.696726,1.458199,13
1.68582,1.463534,13
1.813236,1.845082,13
1.811405,1.854712,13
1.721476,1.464949,13
1.719159,1.457917,13
1.815279,1.841474,13
1.805741,1.851979,13
1.716918,1.461779,13
1.692238,1.456808,13
1.818132,1.83974,13
1.813814,1.833303,13
1.726436,1.494301,13
1.818598,1.583164,13
1.812411,1.851376,13
1.8063,1.839149,13
1.592798,1.880425,13
1.784618,1.534296,13
1.738992,1.839265,13
1.770962,1.899905,13
1.781177,1.888345,13
1.777199,1.860191,13
1.785682,1.903475,13
1.759647,1.836997,13
1.743849,1.858428,13
1.759035,1.862477,13
1.755567,1.87348,13
1.755065,1.87479,13
1.760328,1.869317,13
1.739354,1.857694,13
1.750473,1.87293,13
1.746593,1.868302,13
1.94964,1.871544,13
2.025951,1.932458,13
2.055822,2.110641,13
1.745018,1.865113,13
1.755217,1.875875,13
1.750684,1.888186,13
1.751912,1.880851,13
1.770855,1.851132,13
1.754035,1.86681,13
1.943912,1.983652,13
1.767831,1.855804,13
1.735541,1.860563,13
1.763514,1.857418,13
1.766741,1.850515,13
1.773194,1.887897,13
1.856749,1.899598,13
1.743021,1.789703,13
1.781263,1.816906,13
1.75021,1.82602,13
1.775296,1.888779,13
1.807735,1.890483,13
1.778688,1.859882,13
1.76763,1.862235,13
1.834547,1.93853,13
1.749508,1.814959,13
2.023602,2.017065,13
1.747266,1.833626,13
1.744912,1.868558,13
2.021711,2.003102,13
2.082336,2.076908,13
1.740923,1.821696,13
1.749489,1.790725,13
1.932063,1.947569,13
1.737487,1.848294,13
1.744169,1.862067,13
1.775938,1.83822,13
1.74817,1.804893,13
2.030777,2.041462,13
1.744745,1.834361,13
1.746159,1.86369,13
2.042992,2.078807,13
1.799618,1.852288,13
1.907274,2.11232,13
1.756603,1.90703,13
1.764254,1.898034,13
1.81732,1.870588,13
1.847142,1.880823,13
1.845634,1.90163,13
1.795864,1.904002,13
2.031967,2.048016,13
1.947286,1.996291,13
1.999169,2.095091,13
1.7703,1.860133,13
1.930559,1.99174,13
1.838327,1.92571,13
1.778432,1.868914,13
1.804654,1.892991,13
1.798212,1.894533,13
1.728755,1.831425,13
1.776075,1.867615,13
1.814076,1.872143,13
1.761115,1.803749,13
1.727369,1.83987,13
1.859535,1.906752,13
1.755895,1.829534,13
1.767557,1.857742,13
1.76736,1.856779,13
1.920976,1.973028,13
1.935189,1.862736,13
1.756095,1.889906,13
1.779973,1.944663,13
1.752835,1.889579,13
1.795358,1.915819,13
1.768912,1.871872,13
1.814865,1.886999,13
1.784048,1.904261,13
1.800529,1.912411,13
1.788927,1.919588,13
1.803193,1.938517,13
1.993108,1.971788,13
2.016813,2.11049,13
1.80141,1.936047,13
1.808286,1.893133,13
1.802897,1.916745,13
1.807253,1.904585,13
1.831363,1.869203,13
1.871471,1.948349,13
1.533089,1.561054,13
1.511519,1.56598,13
1.366702,1.077749,13
1.536152,1.557748,13
1.524986,1.544644,13
1.397155,1.16374,13
1.371571,1.085496,13
1.522144,1.552593,13
1.536342,1.556885,13
1.383154,1.244958,13
1.454385,1.116563,13
1.513145,1.571301,13
1.524136,1.568681,13
1.400069,1.101234,13
1.416988,1.045865,13
1.551685,1.570022,13
1.527391,1.560536,13
1.382073,1.246306,13
1.371152,1.071259,13
1.524295,1.567063,13
1.522223,1.533249,13
1.384679,1.05698,13
1.397563,1.066886,13
1.534824,1.551546,13
1.522409,1.55314,13
1.374297,1.166606,13
1.379779,1.068329,13
1.527575,1.55272,13
1.520457,1.544917,13
1.36553,1.106809,13
1.392288,1.078386,13
1.720643,1.74983,13
1.680378,1.695726,13
1.369422,1.117068,13
1.405585,1.091358,13
1.640276,1.670365,13
1.546168,1.562171,13
1.419239,1.116028,13
1.40602,1.077302,13
1.535037,1.560892,13
1.549291,1.5333,13
1.371957,1.061638,13
1.702158,1.50855,13
1.522818,1.560468,13
1.510644,1.540144,13
1.458763,1.193356,13
1.083341,1.438123,13
1.529237,1.554623,13
1.615286,1.619485,13
1.396472,1.101009,13
1.414974,1.067808,13
1.625548,1.641857,13
1.58428,1.600624,13
1.387316,1.056402,13
1.419324,1.09774,13
1.501441,1.539515,13
1.508943,1.529181,13
1.390558,1.06187,13
1.412814,1.08887,13
1.50199,1.528348,13
1.51047,1.517095,13
1.423494,1.081873,13
1.417356,1.092529,13
1.499156,1.525222,13
1.512276,1.520587,13
1.4564,1.222268,13
1.418386,1.106037,13
1.538284,1.540739,13
1.537921,1.501993,13
1.43395,1.11764,13
1.47533,1.159393,13
1.505886,1.868466,10
1.535845,1.925291,10
1.417367,1.838347,10
1.495067,1.893863,10
1.436044,1.83498,10
1.497466,1.886851,10
1.456055,1.872451,10
1.466829,1.877699,10
1.459995,1.85492,10
1.481307,1.889514,10
1.582309,1.910317,10
1.714853,1.851583,10
1.470372,1.870443,10
1.418014,1.835947,10
1.58288,1.984066,10
1.53864,1.931365,10
1.465909,1.875834,10
1.50268,1.875081,10
1.479636,1.858587,10
1.849733,2.12551,10
1.433461,1.835995,10
1.420765,1.82534,10
1.50644,1.895521,10
1.399693,1.821083,10
1.487338,1.867482,10
1.416538,1.854745,10
1.460703,1.883761,10
1.506403,1.901569,10
1.728641,2.055272,10
1.433345,1.855212,10
1.39415,1.82619,10
1.44544,1.832556,10
1.537013,1.900443,10
1.449987,1.859924,10
1.478871,1.896124,10
1.475101,1.903762,10
1.544351,1.948618,10
1.395709,1.82266,10
1.501611,1.882624,10
1.405552,1.840018,10
1.416137,1.832896,10
1.402044,1.837691,10
1.508603,1.910167,10
1.68867,2.067668,10
1.571797,1.970826,10
1.547264,1.867497,10
1.529869,1.869461,10
1.401818,1.977831,10
1.419958,1.966765,10
1.495194,1.766029,10
1.484332,1.770736,10
1.422623,1.984393,10
1.41243,1.998676,10
1.530703,1.830714,10
1.531628,1.833795,10
1.426429,1.977723,10
1.415032,1.955639,10
1.538114,1.829278,10
1.508513,1.846984,10
1.502281,2.028847,10
1.417011,1.95734,10
1.519558,1.82601,10
1.507207,1.817309,10
1.438122,1.981901,10
1.433436,1.973097,10
1.508286,1.833047,10
1.510223,1.82686,10
1.415654,1.984155,10
1.413924,1.990568,10
1.511165,1.827167,10
1.503942,1.827231,10
1.434066,1.52363,10
1.396968,1.474101,10
1.508165,1.82317,10
1.510284,1.837085,10
1.437697,1.987859,10
1.397053,1.972283,10
1.509511,1.833588,10
1.518756,1.85137,10
1.735084,1.768029,10
1.459123,2.006102,10
1.473704,1.76754,10
1.518245,1.790836,10
1.404842,1.971088,10
1.391553,1.973222,10
1.531243,1.822995,10
1.521537,1.843197,10
1.36719,1.484437,10
1.379835,1.453348,10
1.51967,1.824913,10
1.523187,1.842082,10
1.408101,1.960572,10
1.412168,1.978396,10
1.527765,1.828214,10
1.531887,1.841439,10
1.382423,1.489589,10
1.39181,1.456613,10
1.515326,1.823256,10
1.502761,1.835064,10
1.4375,1.996324,10
1.410605,1.946139,10
1.501159,1.82524,10
1.495567,1.835048,10
1.4062,1.966147,10
1.418582,1.96389,10
1.501323,1.826794,10
1.500058,1.831352,10
1.411207,1.959291,10
1.407697,1.955983,10
1.510227,1.819595,10
1.498975,1.811214,10
1.41888,1.971495,10
1.374637,1.461087,10
1.502636,1.810548,10
1.581182,1.8671,10
1.54866,1.86922,10
1.420191,1.485921,10
1.494411,1.518489,10
1.542375,1.836467,10
1.544955,1.819047,10
1.392127,1.475085,10
1.502947,1.604744,10
1.932032,2.156862,10
1.536208,1.834057,10
1.531667,1.862872,10
1.670526,1.968949,10
1.39355,1.465091,10
1.444176,1.478321,10
1.528131,1.843364,10
1.535428,1.852285,10
1.479722,1.566821,10
1.408549,1.456355,10
1.720537,1.991972,10
1.528262,1.836295,10
1.424217,1.466218,10
1.600517,1.634495,10
1.514839,1.835944,10
1.527787,1.870855,10
1.363144,1.489862,10
1.418399,1.47146,10
1.511772,1.826499,10
1.516285,1.830891,10
1.391912,1.503035,10
1.435478,1.484705,10
1.503082,1.813687,10
1.549023,1.856131,10
1.385231,1.470246,10
1.414906,1.469145,10
1.498741,1.834088,10
1.505192,1.843379,10
1.398353,1.459392,10
1.137383,1.770959,10
1.502214,1.816431,10
1.508808,1.835362,10
1.111988,1.823131,10
1.382062,1.481757,10
1.500058,1.82497,10
1.501141,1.828527,10
1.495679,1.50825,10
1.425582,1.488189,10
1.587896,1.862942,10
1.574028,1.86163,10
1.493823,1.502716,10
1.444216,1.503409,10
1.601559,1.875674,10
1.608545,1.875473,10
1.402463,1.504647,10
1.40345,1.461004,10
1.498698,1.823272,10
1.505999,1.838993,10
1.489908,1.531138,10
1.410595,1.469017,10
1.52959,1.828385,10
1.524158,1.822782,10
1.433914,1.480388,10
1.463725,1.491863,10
1.527177,1.830914,10
1.515185,1.839423,10
1.357896,1.634776,10
1.433791,1.498637,10
1.449877,1.805622,10
1.411693,1.828407,10
1.533652,1.921485,10
1.418358,1.844029,10
1.502508,1.924454,10
1.452399,1.872584,10
1.597938,1.991649,10
1.408373,1.848413,10
1.408106,1.858462,10
1.483081,1.90916,10
1.55144,1.94468,10
1.406219,1.865573,10
1.464882,1.898472,10
1.686411,2.041452,10
1.548188,1.975546,10
1.604609,1.983199,10
1.557911,1.946903,10
1.467167,1.871729,10
1.710321,2.079886,10
1.74144,2.062521,10
1.842617,2.069648,10
1.71713,1.871183,10
2.419713,2.637152,10
1.869969,2.063012,10
1.60919,1.79534,10
1.862864,2.036783,10
1.907492,2.128296,10
1.703167,1.834633,10
1.570829,1.902292,10
1.476006,1.877941,10
1.541604,1.954239,10
1.54179,1.899468,10
2.239026,2.456936,10
1.576776,1.978425,10
1.622697,1.910976,10
1.736145,2.1315,10
1.406034,1.852357,10
1.522222,1.837076,10
1.597572,1.892288,10
1.792023,2.062481,10
1.79609,1.97296,10
1.50552,1.851537,10
1.924053,2.140805,10
1.562027,1.899277,10
1.507983,1.912294,10
1.406002,1.845654,10
1.520327,1.914779,10
1.835973,2.085718,10
1.59044,1.93267,10
1.666448,1.994435,10
1.514566,1.882119,10
1.42797,1.81916,10
1.534172,1.880222,10
1.434824,1.803107,10
1.491593,1.871272,10
1.524745,1.880057,10
1.84616,2.117412,10
1.427367,1.803685,10
1.452541,1.813612,10
1.460099,1.81291,10
1.431592,1.800278,10
1.504068,1.865464,10
1.482999,1.848252,10
1.591531,1.93475,10
1.467751,1.830209,10
1.431979,1.824628,10
1.60906,1.94498,10
1.440455,1.847962,10
1.431753,1.831235,10
1.420365,1.8359,10
1.500983,1.904617,10
1.532405,1.938967,10
1.78317,2.148892,10
1.544448,1.891487,10
1.669785,1.979353,10
1.577949,1.909742,10
1.518206,1.901575,10
1.445311,1.83526,10
1.460503,1.819465,10
1.527191,1.900287,10
1.466681,1.839872,10
1.48611,1.867313,10
1.497023,1.884829,10
1.432593,1.823808,10
1.424021,1.835514,10
1.408882,1.811727,10
1.53574,1.938822,10
1.581831,1.947215,10
1.576697,1.970628,10
1.472221,1.861161,10
1.479571,1.862568,10
1.407888,1.816688,10
1.470884,1.848329,10
1.400791,1.823843,10
1.436102,1.820752,10
1.443857,1.823559,10
1.486909,1.864529,10
1.504571,1.872524,10
1.462702,1.852072,10
1.46687,1.851716,10
1.428201,1.843745,10
1.5592,1.923702,10
1.669242,1.891832,10
1.463088,1.902973,10
1.417916,1.83603,10
1.481318,1.856978,10
1.397437,1.824626,10
1.472258,1.880815,10
1.418992,1.823432,10
1.416011,1.792927,10
1.475302,1.868376,10
1.470877,1.861028,10
1.426528,1.804123,10
1.47722,1.843262,10
1.439629,1.851114,10
1.455831,1.833026,10
1.602069,1.972061,10
1.608443,1.997998,10
1.465371,1.847681,10
1.524457,1.917879,10
1.755233,1.93039,10
1.439649,1.908746,10
1.466586,1.856475,10
1.465428,1.844034,10
1.476712,1.859746,10
1.464886,1.834805,10
1.659438,1.993234,10
1.540717,1.872189,10
1.553673,1.95274,10
1.516552,1.937806,10
1.160159,1.526964,10
1.165225,1.551857,10
0.976237,1.096164,10
1.060488,1.097769,10
1.153226,1.532218,10
1.150678,1.545989,10
1.062863,1.144406,10
0.998704,1.068451,10
1.154401,1.540241,10
1.1493,1.550426,10
0.999265,1.071666,10
1.050411,1.356089,10
1.149007,1.528015,10
1.139578,1.529298,10
0.977777,1.095291,10
1.061903,1.138566,10
1.154179,1.535461,10
1.141657,1.541952,10
0.916513,1.09259,10
0.979311,1.062803,10
1.175657,1.539855,10
1.150943,1.533714,10
1.092513,1.106882,10
1.078654,1.120995,10
1.138923,1.529942,10
1.135369,1.510111,10
1.000411,1.155894,10
0.950823,1.051904,10
1.152184,1.526726,10
1.165108,1.563781,10
1.006584,1.087318,10
0.950461,1.051486,10
1.14775,1.522761,10
1.145245,1.541433,10
1.221421,1.46402,10
1.023297,1.102803,10
1.127844,1.518486,10
1.117631,1.511758,10
0.984743,1.13082,10
0.921569,1.060389,10
1.14117,1.525637,10
1.143043,1.534227,10
1.013582,1.134389,10
0.974776,1.056326,10
1.15289,1.528304,10
1.148138,1.534984,10
1.036808,1.096579,10
0.969314,1.057261,10
1.189782,1.53548,10
1.156421,1.516765,10
0.989452,1.079442,10
0.96673,1.065638,10
1.187455,1.544735,10
1.185164,1.529447,10
1.00758,1.1407,10
0.974873,1.081881,10
1.163081,1.524617,10
1.144643,1.513752,10
0.503678,1.492057,10
0.965804,1.066168,10
1.134255,1.515296,10
1.126699,1.517337,10
1.050366,1.122696,10
0.975949,1.059545,10
1.13995,1.519593,10
1.124248,1.513,10
0.954702,1.116719,10
0.949299,1.058113,10
1.12966,1.517486,10
1.121747,1.51659,10
0.996709,1.086089,10
0.973481,1.053178,10
1.135867,1.536353,10
1.120627,1.512398,10
0.957305,1.050464,10
0.977534,1.048254,10
1.558623,1.869275,10
1.813564,1.853308,15
1.72275,1.780004,15
1.821726,1.86367,15
1.753164,1.776434,15
1.722128,1.76805,15
1.71898,1.775187,15
1.728247,1.800814,15
1.724103,1.793208,15
2.115367,2.142217,15
1.9509,1.769907,15
1.743496,1.792259,15
1.730894,1.793487,15
1.726573,1.780072,15
1.721539,1.768301,15
1.723482,1.794525,15
1.740666,1.784851,15
1.726498,1.794958,15
1.725124,1.795777,15
1.724182,1.783145,15
1.732954,1.789651,15
1.71881,1.778355,15
1.720311,1.781108,15
2.121509,2.145009,15
1.725084,1.79168,15
1.734311,1.791433,15
1.71946,1.772666,15
1.72487,1.767932,15
1.721108,1.779379,15
1.724758,1.77055,15
2.042304,2.074181,15
1.716633,1.800462,15
1.724255,1.787943,15
1.723984,1.789279,15
1.71826,1.776966,15
1.717099,1.775019,15
1.722644,1.786785,15
1.732592,1.77794,15
1.728803,1.775144,15
1.72626,1.766466,15
1.717181,1.778263,15
1.721421,1.763961,15
1.718954,1.782,15
1.719486,1.776536,15
1.707767,1.77974,15
1.71552,1.780924,15
1.725697,1.763585,15
1.712403,1.784816,15
1.745846,1.786568,15
1.717798,1.774882,15
1.71907,1.776778,15
1.725197,1.786297,15
2.676338,2.646827,15
2.620645,2.599045,15
1.933815,1.794363,15
2.159262,2.193323,15
2.01297,2.085189,15
1.723742,1.779825,15
1.721222,1.784262,15
1.72502,1.77587,15
1.712563,1.776953,15
1.722521,1.767172,15
1.723817,1.772977,15
2.615407,2.602955,15
1.719707,1.768937,15
2.071511,1.90924,15
1.728798,1.778051,15
1.723302,1.767266,15
1.722404,1.771126,15
1.729108,1.79162,15
1.719684,1.783739,15
1.720091,1.792012,15
1.719965,1.789523,15
2.100343,2.092748,15
1.723385,1.776993,15
1.725285,1.781164,15
1.711239,1.775168,15
1.715588,1.763279,15
1.71548,1.763005,15
2.105845,2.128034,15
2.626317,2.600436,15
1.714932,1.793727,15
1.726817,1.767247,15
1.716819,1.793378,15
1.723852,1.761226,15
1.729715,1.770255,15
2.615089,2.599105,15
1.722177,1.765449,15
1.719697,1.776756,15
1.719948,1.764336,15
1.726367,1.777006,15
1.71946,1.779743,15
1.724414,1.772169,15
1.997236,2.021827,15
1.717465,1.77795,15
1.719567,1.76032,15
1.719033,1.763543,15
1.724246,1.773511,15
1.723516,1.768283,15
1.717407,1.771713,15
1.7353,1.777142,15
2.036265,1.912373,15
1.961044,1.813567,15
1.95846,1.819651,15
1.96294,1.828685,15
1.722709,1.76545,15
1.735496,1.762472,15
1.74162,1.768162,15
2.047169,2.020353,15
1.730669,1.778551,15
1.725685,1.776925,15
1.738888,1.778589,15
1.728837,1.773896,15
1.734228,1.768305,15
1.757625,1.78955,15
1.733548,1.774975,15
1.755322,1.773614,15
1.758027,1.776545,15
1.740621,1.778674,15
1.729075,1.780631,15
1.72149,1.778054,15
1.743866,1.772711,15
1.746893,1.78885,15
2.621028,2.608079,15
1.738334,1.798164,15
1.720552,1.808439,15
2.61746,2.603271,15
1.829758,1.939103,15
1.869653,1.613483,15
1.738653,1.894379,15
1.764485,1.90173,15
1.760913,1.908886,15
2.142067,2.060348,15
2.008562,1.855104,15
2.631024,2.609138,15
1.814827,1.910794,15
2.019155,1.8561,15
1.953748,1.856582,15
1.682185,1.471254,15
1.691091,1.463515,15
1.81643,1.832841,15
1.815513,1.833195,15
1.685934,1.48297,15
1.690074,1.488086,15
1.818844,1.8326,15
1.820411,1.849368,15
2.622867,2.632942,15
1.708485,1.515658,15
1.698649,1.491749,15
1.789193,1.702195,15
2.202179,2.066842,15
1.834694,1.850181,15
1.825045,1.850699,15
1.974029,1.849348,15
1.682948,1.465364,15
1.817895,1.830009,15
1.811999,1.831021,15
2.74932,2.712329,15
1.789751,1.544765,15
1.699969,1.666818,15
1.841942,1.848023,15
1.837972,1.846656,15
1.683682,1.476135,15
2.638446,2.618594,15
1.713735,1.501767,15
1.746535,1.473418,15
2.632329,2.619257,15
1.839277,1.835368,15
1.823457,1.842754,15
1.94823,1.775846,15
1.971147,1.901647,15
1.7119,1.521688,15
1.816674,1.83324,15
1.828897,1.844845,15
1.682405,1.46922,15
1.694844,1.467123,15
2.647511,2.63866,15
1.837108,1.847694,15
1.835372,1.860474,15
1.677664,1.459501,15
1.702589,1.472318,15
1.841354,1.833577,15
1.83577,1.833774,15
2.13493,2.055085,15
1.950328,1.778367,15
1.668814,1.475301,15
1.812392,1.84541,15
1.81521,1.848193,15
1.934512,1.771157,15
1.670939,1.459408,15
1.823303,1.84483,15
1.813472,1.853926,15
1.952004,1.786295,15
1.67623,1.463705,15
1.815614,1.83829,15
1.821097,1.852824,15
1.957796,1.794033,15
1.679598,1.472489,15
1.880928,1.856887,15
1.905634,1.889252,15
2.320909,2.212278,15
2.701935,2.676747,15
2.684295,2.666281,15
2.697382,2.678201,15
1.972703,1.810655,15
1.701909,1.471291,15
1.829814,1.835917,15
1.832458,1.851895,15
1.700679,1.504304,15
1.716472,1.471505,15
1.835435,1.843912,15
1.842427,1.855639,15
1.732143,1.517487,15
1.743211,1.494917,15
1.915114,1.883123,15
1.928056,1.893826,15
2.724013,2.693631,15
1.67169,1.46329,15
1.684738,1.454265,15
1.828156,1.834189,15
1.837212,1.84282,15
1.690376,1.459308,15
1.669734,1.464272,15
1.815625,1.825047,15
1.830758,1.839004,15
1.694358,1.49229,15
1.688916,1.589488,15
2.62787,2.635378,15
1.819581,1.832368,15
1.815964,1.833657,15
1.691771,1.469804,15
1.697153,1.465322,15
1.818091,1.825654,15
1.821097,1.841254,15
1.702708,1.472853,15
1.699439,1.462111,15
1.835604,1.824679,15
1.832452,1.834953,15
1.705778,1.447439,15
1.704856,1.461859,15
1.826898,1.819979,15
1.820418,1.823211,15
1.691664,1.463059,15
1.701562,1.472527,15
2.728598,2.696764,15
2.727721,2.695979,15
1.824467,1.833578,15
1.826396,1.820603,15
1.697642,1.466215,15
1.704376,1.471498,15
1.81703,1.828062,15
1.819636,1.813883,15
1.912821,1.733906,15
1.754516,1.56484,15
1.81631,1.829579,15
1.823714,1.838602,15
1.694942,1.492877,15
1.697732,1.453182,15
1.813814,1.819626,15
1.820594,1.83142,15
1.730701,1.521601,15
1.705035,1.453323,15
1.81469,1.837358,15
1.812651,1.836328,15
1.721534,1.519748,15
1.700541,1.476146,15
1.812907,1.835447,15
1.811775,1.817902,15
1.684145,1.483518,15
1.692097,1.481746,15
1.837733,1.850596,15
1.828897,1.849572,15
1.692555,1.50857,15
1.694942,1.475929,15
1.81521,1.830855,15
1.810555,1.836233,15
1.681963,1.467919,15
1.682314,1.494676,15
2.354098,2.368003,15
2.355693,2.366824,15
1.817314,1.842901,15
1.686675,1.517694,15
1.690265,1.49458,15
1.999501,2.012924,15
1.814414,1.831806,15
1.764969,1.677341,15
1.687926,1.495446,15
1.816894,1.841991,15
1.824698,1.846295,15
1.682337,1.50086,15
1.687495,1.495587,15
1.814846,1.830783,15
1.967532,1.791168,15
1.68991,1.474638,15
1.816286,1.843933,15
1.816181,1.848162,15
1.777675,1.621211,15
1.687085,1.490061,15
1.844423,1.837393,15
1.826938,1.847809,15
1.678881,1.458485,15
1.96318,1.787369,15
1.819129,1.844152,15
1.814127,1.839937,15
1.952383,1.782429,15
1.679809,1.477538,15
1.818649,1.837713,15
1.835771,1.864042,15
1.960038,1.780863,15
1.67381,1.453508,15
1.817448,1.849315,15
1.817876,1.856606,15
1.957552,1.768103,15
1.678914,1.470377,15
1.822037,1.828477,15
1.838049,1.86454,15
1.674098,1.470894,15
1.683272,1.461209,15
1.841851,1.843701,15
1.829679,1.842759,15
1.950612,1.768817,15
1.682489,1.455691,15
1.829274,1.825032,15
1.823023,1.84333,15
1.727921,1.524946,15
1.695137,1.467316,15
1.833075,1.851807,15
1.822194,1.846019,15
2.106721,1.945461,15
1.683058,1.467689,15
2.662743,2.633032,15
2.677652,2.650236,15
1.736151,1.797284,15
1.723702,1.773616,15
1.719501,1.786633,15
1.744673,1.806604,15
1.71224,1.770747,15
1.722298,1.772959,15
1.71848,1.77244,15
1.727304,1.801252,15
1.714801,1.774698,15
1.71217,1.777923,15
1.716484,1.778663,15
1.729811,1.787885,15
2.010423,2.019304,15
1.751624,1.787318,15
1.712154,1.773836,15
1.708981,1.777431,15
1.707509,1.776588,15
1.708253,1.776651,15
1.715399,1.771252,15
1.71537,1.782622,15
1.721283,1.798085,15
1.713381,1.792071,15
1.726622,1.790711,15
1.748578,1.803716,15
1.722912,1.782409,15
1.714711,1.76087,15
1.714902,1.782709,15
1.717385,1.781952,15
1.709612,1.785091,15
1.714448,1.77209,15
1.718418,1.781949,15
1.726493,1.788736,15
1.752176,1.828935,15
1.753762,1.815825,15
1.712778,1.775281,15
1.716337,1.769239,15
1.714501,1.795674,15
1.718143,1.786924,15
1.712563,1.78327,15
1.717005,1.772304,15
1.974598,1.790688,15
1.707775,1.779026,15
1.718309,1.775753,15
1.717339,1.772212,15
1.964026,1.962024,15
1.712447,1.767493,15
1.769595,1.835604,15
1.71622,1.781431,15
1.713523,1.799844,15
1.715406,1.776431,15
1.710189,1.774246,15
1.714766,1.775141,15
1.784036,1.843116,15
1.705112,1.790492,15
1.721003,1.780402,15
1.718314,1.769026,15
1.713223,1.771116,15
1.75359,1.811753,15
1.716521,1.781304,15
1.720677,1.78165,15
1.717868,1.78839,15
1.717695,1.779379,15
2.211857,2.227296,15
1.925232,1.7978,15
1.720599,1.781226,15
1.717779,1.798291,15
1.710247,1.794751,15
1.713729,1.790908,15
1.962135,1.800645,15
1.710899,1.794669,15
2.0078,2.046397,15
1.868654,1.883529,15
2.138928,2.201058,15
2.614182,2.606274,15
1.962757,1.798781,15
1.718005,1.78419,15
1.719617,1.793842,15
1.720554,1.787064,15
1.718599,1.766215,15
1.711268,1.783347,15
1.714592,1.773248,15
1.714376,1.790018,15
1.729276,1.789952,15
1.721361,1.779885,15
1.725597,1.783962,15
1.721362,1.780568,15
1.729436,1.787833,15
1.725499,1.781117,15
1.724073,1.779134,15
1.723648,1.793719,15
1.720792,1.797649,15
1.720959,1.799908,15
1.726654,1.810448,15
1.727928,1.813374,15
1.721173,1.792139,15
1.719115,1.789434,15
1.712982,1.781891,15
1.712003,1.799901,15
1.724719,1.789806,15
1.725143,1.793654,15
1.717838,1.789538,15
1.71328,1.785764,15
1.71719,1.791963,15
1.715046,1.782205,15
1.710249,1.787457,15
2.040933,2.015615,15
1.732298,1.809339,15
2.084933,2.08915,15
1.728449,1.805286,15
1.724908,1.820548,15
1.719234,1.802379,15
1.723702,1.800669,15
1.726298,1.811164,15
1.720368,1.797367,15
1.715474,1.799328,15
1.717074,1.787831,15
1.730069,1.786958,15
1.990814,1.816999,15
1.966155,1.764362,15
1.958456,1.76888,15
1.719404,1.780574,15
1.979064,1.867461,15
