@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.504121,1.802218,1.646074,1.874794,2.085681,1.910145,13
1.647309,1.927732,1.664852,1.974772,1.670752,2.004527,13
1.482274,1.805229,1.599316,1.788555,1.645159,1.874706,13
1.538345,1.845961,1.580593,1.90813,1.624218,1.92888,13
1.531751,1.84705,1.596727,1.879358,1.602718,1.913116,13
1.492994,1.81404,1.575498,1.867476,1.626981,1.884706,13
1.565759,1.865676,1.77765,1.798316,1.638361,1.806815,13
1.60103,1.8663,1.723067,1.971137,1.615787,1.842641,13
1.608676,1.881055,1.70053,1.983477,1.568562,1.862963,13
1.524369,1.819709,1.700652,1.890401,1.605609,1.802724,13
1.68859,1.92339,1.660695,2.074428,1.621982,1.989444,13
1.800616,2.090002,2.027273,1.752692,1.806526,1.911744,13
1.776966,1.9811,1.721505,2.171702,1.717983,2.054922,13
1.615673,1.873027,1.485022,1.959874,1.768081,1.938922,13
1.634006,1.910365,1.569987,1.932123,1.761474,1.977179,13
1.574904,1.862113,1.511454,1.906018,1.748767,1.934235,13
1.025208,1.467234,1.938682,1.943428,1.949147,1.480664,13
1.015604,1.439645,1.89089,1.973144,1.940888,1.503505,13
1.595746,1.87173,1.47808,1.910193,1.734942,1.93564,13
1.624486,1.894196,1.487209,1.952807,1.769952,1.970535,13
1.080372,1.467429,1.806655,1.999553,1.922927,1.577196,13
1.077635,1.4416,1.832656,2.03444,1.961297,1.632712,13
1.600089,1.875663,1.466228,1.917573,1.74968,1.958333,13
1.626496,1.906301,1.474325,1.91723,1.73386,1.987287,13
1.062155,1.449451,1.824406,2.001625,1.937595,1.594925,13
1.036182,1.429128,1.867271,1.997605,1.950693,1.585357,13
1.591316,1.866817,1.476663,1.909851,1.73595,1.933701,13
1.592275,1.867166,1.480757,1.918339,1.741599,1.941505,13
1.090958,1.450564,1.817414,2.030925,1.938946,1.613945,13
1.109461,1.512707,1.832884,1.989469,1.903888,1.524621,13
1.593086,1.868507,1.46828,1.911037,1.742426,1.93962,13
1.596356,1.872136,1.482477,1.915607,1.742322,1.949242,13
1.016526,1.43667,1.910633,1.978804,1.993626,1.538282,13
1.193852,1.527235,1.923648,2.108844,2.046993,1.707387,13
1.592472,1.868887,1.485023,1.912232,1.730398,1.932784,13
1.587895,1.865171,1.494191,1.912395,1.734762,1.931831,13
1.086079,1.453735,1.818789,2.017398,1.931398,1.603954,13
1.016456,1.44077,1.91102,1.976169,1.957893,1.495283,13
1.67302,1.936995,1.572112,1.973504,1.792248,1.989044,13
1.584219,1.862349,1.499829,1.914788,1.73371,1.922148,13
1.035387,1.451218,1.836633,1.962669,1.896227,1.520116,13
1.076515,1.4479,1.834009,2.022739,1.94175,1.596195,13
1.59464,1.865804,1.478358,1.926735,1.744843,1.93741,13
1.614579,1.877824,1.486714,1.941455,1.749408,1.950381,13
1.014473,1.43907,1.877233,1.96018,1.943889,1.522537,13
1.063182,1.447499,1.824566,2.008728,1.938177,1.595809,13
1.579494,1.864882,1.49993,1.904779,1.750552,1.944311,13
1.601741,1.884521,1.487058,1.915402,1.755003,1.972306,13
1.081006,1.474229,1.815058,1.995911,1.933995,1.616361,13
1.094601,1.468286,1.80173,2.02062,1.929469,1.64255,13
1.600426,1.876808,1.475712,1.90577,1.743384,1.953496,13
1.597172,1.873493,1.472198,1.926483,1.772636,1.96915,13
1.033873,1.435377,1.856356,1.990373,1.963126,1.570174,13
1.188945,1.531372,1.907508,2.096375,2.02583,1.697228,13
1.600388,1.878288,1.477425,1.910712,1.745609,1.94812,13
1.623216,1.898215,1.495091,1.936367,1.75515,1.97187,13
1.08056,1.440312,1.83642,2.027115,1.961878,1.631568,13
1.079141,1.45178,1.818534,2.023136,1.930884,1.601143,13
1.608721,1.880389,1.471212,1.92953,1.752335,1.956832,13
1.622781,1.891051,1.480162,1.942007,1.748031,1.960654,13
1.062939,1.439093,1.852149,2.01555,1.968934,1.619151,13
1.053072,1.445859,1.835166,2.0045,1.944652,1.581391,13
1.6066,1.885776,1.484325,1.922184,1.753098,1.964661,13
1.616513,1.891983,1.476142,1.933904,1.762637,1.979063,13
1.085788,1.459893,1.811579,2.015171,1.944607,1.636826,13
1.0624,1.448711,1.826203,2.009764,1.935932,1.601494,13
1.605703,1.883905,1.48454,1.918824,1.749825,1.958514,13
1.644945,1.910654,1.474608,1.959697,1.786277,2.000928,13
1.014993,1.44433,1.892034,1.95432,1.946298,1.531191,13
1.118563,1.461096,1.827761,2.054564,1.964483,1.692052,13
1.598396,1.878811,1.477275,1.920401,1.761281,1.967661,13
1.60423,1.880449,1.473838,1.932781,1.778672,1.977835,13
1.10211,1.458502,1.831176,2.040399,1.969249,1.661281,13
1.128586,1.469864,1.835825,2.047284,1.983512,1.696697,13
1.603476,1.882631,1.471142,1.919684,1.755302,1.969835,13
1.621546,1.894939,1.471044,1.941146,1.780079,1.990654,13
1.141338,1.4847,1.827065,2.057628,1.983377,1.679223,13
1.051721,1.445451,1.830749,2.009152,1.960805,1.590372,13
1.597998,1.878018,1.47856,1.913389,1.751657,1.963981,13
1.608776,1.889404,1.481386,1.918263,1.756004,1.976409,13
1.072449,1.446632,1.830079,2.02039,1.959507,1.624562,13
1.095409,1.45803,1.824933,2.038427,1.958921,1.647722,13
1.613188,1.880761,1.477611,1.934388,1.771802,1.971089,13
1.590744,1.869493,1.486958,1.915679,1.753351,1.954634,13
1.01877,1.434164,1.868842,1.97532,1.955851,1.555984,13
1.219884,1.575896,1.926592,2.100449,2.045336,1.701596,13
1.609224,1.885885,1.463213,1.921631,1.766084,1.975604,13
1.602082,1.883011,1.484632,1.926139,1.767086,1.973325,13
1.435908,1.759999,2.002758,2.04736,1.810635,1.715544,13
1.16338,1.50888,1.901855,2.085632,2.023623,1.683948,13
1.602862,1.866809,1.548344,1.998207,1.610769,1.956781,13
1.663082,1.916962,1.603145,2.032509,1.625788,2.029661,13
1.592943,1.871275,1.608618,1.921473,1.60976,1.935509,13
1.613562,1.875073,1.561851,1.989472,1.642078,1.959426,13
1.666899,1.917935,1.60222,2.026326,1.619344,2.023141,13
1.495846,1.819386,1.609441,1.855679,1.555728,1.841982,13
1.598151,1.888654,1.587334,1.952427,1.560777,1.951194,13
1.580286,1.877166,1.599972,1.937606,1.55398,1.922758,13
1.593049,1.896832,1.619344,1.935244,1.574022,1.94869,13
1.566954,1.882951,1.629703,1.903189,1.564161,1.919845,13
1.577554,1.889456,1.627858,1.912641,1.578634,1.931229,13
1.582723,1.886741,1.60912,1.937353,1.590649,1.953818,13
1.584993,1.885408,1.608767,1.935779,1.553651,1.935391,13
1.576807,1.876802,1.604461,1.928262,1.555018,1.931907,13
1.547257,1.858444,1.622815,1.816371,2.024432,1.933463,13
1.548709,1.882363,1.741084,1.637839,2.094199,1.907643,13
1.737655,2.060988,1.942458,1.443651,2.024762,2.001479,13
1.56645,1.870386,1.609488,1.926848,1.553321,1.92075,13
1.587183,1.890266,1.615469,1.933235,1.556393,1.935763,13
1.607009,1.905519,1.620487,1.943318,1.559313,1.960358,13
1.606924,1.887836,1.601029,1.96381,1.572379,1.966632,13
1.549281,1.844123,1.597574,1.891927,1.619503,1.909781,13
1.578778,1.861327,1.597716,1.920724,1.605051,1.938853,13
1.582087,1.924701,1.838301,1.593765,1.745845,1.883484,13
1.553054,1.842889,1.593055,1.912809,1.600971,1.908669,13
1.608364,1.88667,1.575607,1.959973,1.571464,1.962011,13
1.503205,1.824791,1.633192,1.821081,1.570165,1.849346,13
1.487118,1.831073,1.644907,1.792332,1.569589,1.820879,13
1.617779,1.888062,1.606679,1.977029,1.615881,1.979713,13
1.544069,1.857733,1.687063,1.695472,1.68079,1.858848,13
1.509729,1.839157,1.601497,1.884477,1.625816,1.873144,13
1.496257,1.810158,1.595395,1.816866,1.616015,1.860267,13
1.494562,1.810124,1.592694,1.856103,1.568334,1.848154,13
1.602788,1.880615,1.613739,1.953648,1.603843,1.959254,13
1.54543,1.847598,1.654776,1.852231,1.6192,1.894889,13
1.540143,1.838574,1.603832,1.888236,1.578823,1.883813,13
1.571087,1.846584,1.647004,1.962987,1.562788,1.833369,13
1.646179,1.907728,1.736259,1.988569,1.621628,1.886619,13
1.462251,1.792067,1.605505,1.783442,1.576659,1.803715,13
1.672904,1.976996,1.81325,1.508311,1.918366,1.933126,13
1.522432,1.825215,1.577226,1.882204,1.567625,1.868288,13
1.594563,1.903037,1.615612,1.918092,1.555339,1.927172,13
1.66605,1.968162,1.756729,1.59878,2.044602,1.94797,13
1.670544,2.019448,1.960221,1.544711,2.076617,1.961205,13
1.532442,1.827413,1.556127,1.904165,1.625794,1.903616,13
1.469664,1.802028,1.588851,1.834065,1.588131,1.832155,13
1.578915,1.930739,1.794592,1.679443,1.721446,1.909399,13
1.558554,1.853635,1.582342,1.900327,1.613286,1.932522,13
1.566781,1.863023,1.595704,1.900964,1.628804,1.938291,13
1.502804,1.822462,1.614755,1.798864,1.641446,1.86756,13
1.479127,1.793807,1.579117,1.801836,1.581988,1.823404,13
1.704761,2.000886,1.779861,1.550856,1.85759,1.963225,13
1.529271,1.83128,1.578616,1.883035,1.625846,1.902765,13
1.560086,1.858481,1.604134,1.886483,1.624199,1.930173,13
1.74702,2.03847,1.810326,1.509432,1.907057,2.005728,13
1.51363,1.817304,1.681402,1.849706,1.598557,1.776915,13
1.686381,2.041783,1.926266,1.697099,1.749192,1.928434,13
1.673489,1.924584,1.681742,2.04516,1.602187,1.945748,13
1.699092,1.935559,1.668969,2.079377,1.641341,1.985874,13
1.553709,1.846362,1.732235,1.903624,1.679575,1.842652,13
1.563274,1.862112,1.722629,1.858612,1.632711,1.796082,13
1.664099,1.930998,1.72216,1.951394,1.715997,1.919944,13
1.670714,1.911652,1.690761,2.057817,1.670517,1.949947,13
1.7245,2.006232,1.929286,1.730713,1.806122,1.931839,13
1.669046,1.971492,1.881882,1.750122,1.799494,1.929037,13
1.815569,2.083083,1.89316,1.70845,2.170367,2.069241,13
1.555941,1.847364,1.680387,1.951061,1.635707,1.843864,13
1.591577,1.907265,1.868451,1.774518,1.712349,1.786265,13
1.68927,1.919003,1.70425,2.076224,1.645376,1.924121,13
1.624873,1.880672,1.651031,2.026129,1.607763,1.886841,13
1.577912,1.868777,1.713517,1.92778,1.597895,1.81349,13
1.613419,1.873366,1.688745,1.997289,1.59465,1.856918,13
1.549435,1.859821,1.589719,1.902454,1.563574,1.898729,13
1.567568,1.858275,1.607943,1.905867,1.626375,1.931391,13
1.528102,1.851044,1.671616,1.714786,1.670975,1.882859,13
1.486236,1.793361,1.561939,1.852777,1.587513,1.824944,13
1.552893,1.857861,1.591342,1.893712,1.575646,1.917321,13
1.57266,1.888937,1.705087,1.711814,1.70765,1.908755,13
1.519108,1.827198,1.586023,1.87248,1.60796,1.883874,13
1.507496,1.833359,1.644278,1.805158,1.591319,1.863367,13
1.547403,1.849838,1.608026,1.885966,1.612828,1.908996,13
1.583564,1.917637,1.80788,1.575101,1.74335,1.854321,13
1.501442,1.829447,1.685752,1.755458,2.076636,1.884072,13
1.66079,1.913742,1.66424,2.053406,1.610002,1.940768,13
1.605003,1.89693,1.769283,1.948977,1.588262,1.876667,13
1.574227,1.870941,1.692475,1.941137,1.579232,1.849133,13
1.649641,1.902517,1.713566,2.027537,1.668793,1.919419,13
1.569625,1.858402,1.672912,1.927952,1.567994,1.830063,13
1.525322,1.826305,1.725187,1.876838,1.583694,1.787955,13
1.596125,1.874644,1.719564,1.931427,1.611797,1.857585,13
1.635559,1.903429,1.697356,1.994699,1.567846,1.855927,13
1.682781,1.929267,1.684836,2.022091,1.571041,1.916544,13
1.616081,1.892408,1.737007,1.974541,1.568313,1.836061,13
1.70467,1.977019,1.825433,1.727472,1.755119,1.943755,13
1.683157,2.019894,1.865416,1.664725,2.062726,1.896661,13
1.643614,1.899676,1.734524,1.971476,1.603848,1.887306,13
1.581448,1.859401,1.710679,1.959916,1.594955,1.819346,13
1.647781,1.892665,1.708832,2.034404,1.61736,1.904761,13
1.638918,1.895135,1.703846,2.006155,1.648459,1.889798,13
1.578214,1.841179,1.679336,1.992718,1.614541,1.822638,13
1.632346,1.896953,1.776766,1.881904,1.695202,1.868035,13
1.260597,1.59471,1.101235,1.628032,1.415237,1.679753,13
1.256645,1.598011,1.088977,1.61647,1.409044,1.682017,13
0.381237,1.056441,1.505572,1.730876,1.640527,1.25577,13
1.245937,1.591474,1.124322,1.621679,1.412475,1.677348,13
1.237695,1.589194,1.118761,1.614713,1.404331,1.665827,13
0.264181,1.07053,1.564698,1.666511,1.623668,1.131816,13
0.361315,1.039587,1.522834,1.737443,1.645978,1.255133,13
1.241732,1.589544,1.119974,1.61648,1.404319,1.665741,13
1.246207,1.593082,1.123894,1.619986,1.413613,1.679833,13
0.378866,1.128329,1.563578,1.628721,1.551772,1.091985,13
0.376598,1.08244,1.529664,1.692658,1.654002,1.224593,13
1.252782,1.600973,1.116174,1.605764,1.381345,1.667788,13
1.250317,1.601072,1.139562,1.611027,1.386353,1.672299,13
0.341285,1.06319,1.527151,1.710611,1.645123,1.201677,13
0.403609,1.062729,1.548897,1.773501,1.737401,1.312413,13
1.273504,1.604996,1.141224,1.637886,1.418371,1.684791,13
1.235614,1.586786,1.115823,1.607466,1.401906,1.662996,13
0.310514,1.108437,1.595636,1.631166,1.582078,1.089985,13
0.386714,1.05227,1.510186,1.748601,1.64341,1.245215,13
1.274502,1.602479,1.062901,1.645112,1.434147,1.697007,13
1.232204,1.573405,1.097974,1.631187,1.42633,1.660472,13
0.441112,1.04486,1.520976,1.773219,1.667264,1.280528,13
0.363184,1.025183,1.544821,1.765707,1.674168,1.24822,13
1.250597,1.583997,1.084387,1.637724,1.42844,1.674345,13
1.266894,1.591414,1.083326,1.662251,1.431345,1.674761,13
0.30307,1.043721,1.612163,1.714475,1.650528,1.156473,13
0.423793,1.030154,1.541054,1.78478,1.672951,1.278367,13
1.26606,1.588977,1.068618,1.655633,1.427529,1.675615,13
1.25485,1.584077,1.090146,1.650257,1.419387,1.661146,13
0.374979,1.051153,1.541856,1.737012,1.626669,1.184076,13
0.358652,1.028342,1.548898,1.761707,1.668,1.22463,13
1.502522,1.779681,1.2998,1.838719,1.636691,1.868307,13
1.435849,1.729789,1.292268,1.794453,1.592969,1.804978,13
0.320325,1.025306,1.573745,1.736145,1.641258,1.181317,13
0.393117,1.027549,1.552752,1.770694,1.670837,1.253033,13
1.39807,1.698127,1.208492,1.749249,1.54447,1.781417,13
1.281464,1.597465,1.064537,1.677992,1.464586,1.698054,13
0.315538,1.013462,1.608895,1.757725,1.695336,1.20543,13
0.409379,1.06262,1.510063,1.746228,1.637196,1.186392,13
1.276263,1.594441,1.066673,1.660979,1.441713,1.687884,13
1.22481,1.570231,1.140349,1.628951,1.432536,1.647274,13
0.557544,1.066884,1.529548,1.824392,1.697221,1.373539,13
1.123002,1.507053,1.392896,1.645821,1.909463,1.593792,13
1.266436,1.596634,1.066065,1.641903,1.431226,1.691514,13
1.235164,1.583407,1.098007,1.627779,1.440887,1.68226,13
0.21829,1.054001,1.647697,1.692723,1.707691,1.149345,13
0.918997,1.384446,1.574852,1.659192,1.435069,1.364903,13
1.276559,1.601667,1.058963,1.662125,1.453358,1.704881,13
1.333182,1.660717,1.243754,1.708478,1.534917,1.746876,13
0.241342,1.02366,1.579192,1.721994,1.682548,1.192358,13
0.346725,1.044389,1.550061,1.759628,1.701058,1.243642,13
1.379763,1.691301,1.22627,1.749548,1.576402,1.78698,13
1.326948,1.649261,1.191723,1.718967,1.544555,1.750059,13
0.403244,1.040378,1.545976,1.773478,1.701469,1.289281,13
0.338375,1.064307,1.547213,1.73478,1.679674,1.199823,13
1.240129,1.583076,1.107782,1.632025,1.431108,1.663609,13
1.234332,1.581455,1.142397,1.641706,1.4311,1.654365,13
0.427554,1.063713,1.523293,1.760145,1.680569,1.273683,13
0.396022,1.07631,1.535481,1.748527,1.674981,1.226271,13
1.21971,1.568025,1.098086,1.613028,1.42855,1.651226,13
1.210422,1.564693,1.129038,1.619522,1.437178,1.648391,13
0.408256,1.071302,1.531811,1.745554,1.686037,1.247197,13
0.395546,1.079913,1.530923,1.743733,1.673196,1.225688,13
1.208759,1.565052,1.115216,1.599681,1.42382,1.64141,13
1.222388,1.578824,1.118152,1.623891,1.448414,1.674923,13
0.205406,1.084196,1.642096,1.669535,1.678637,1.085393,13
0.352906,1.074595,1.542349,1.729487,1.669289,1.19475,13
1.243718,1.569439,1.11436,1.642939,1.409062,1.628225,13
1.225284,1.560729,1.099551,1.644866,1.436138,1.631704,13
0.568703,1.091498,1.538275,1.793522,1.647356,1.231586,13
0.60471,1.109945,1.602865,1.837241,1.716872,1.318586,13
1.993936,1.958931,1.302764,2.099779,1.682987,2.03913,26
1.99562,2.052386,1.751586,1.911645,1.636503,1.895603,26
1.895518,1.88442,1.178982,1.983861,1.582594,1.958143,26
1.911265,1.90131,1.207982,1.99789,1.606221,1.999786,26
1.938998,1.91745,1.258462,2.016877,1.622656,1.990678,26
2.661868,2.638198,2.241509,2.501811,2.59479,2.730956,26
2.683364,2.673434,2.31019,2.528098,2.65752,2.791102,26
2.685873,2.676682,2.313492,2.529859,2.66119,2.795595,26
2.677914,2.666016,2.30316,2.525632,2.649854,2.780222,26
1.927022,1.951066,1.307636,1.98762,1.652177,2.027554,26
1.870247,1.891318,1.260771,1.925174,1.614254,1.953495,26
1.892595,1.900198,1.267369,1.951855,1.623918,1.985052,26
2.061178,2.142721,1.883933,1.772429,1.888834,2.068075,26
1.878965,1.912489,1.359123,1.82918,1.666364,1.954712,26
1.88804,1.923449,1.324165,1.897818,1.589957,1.951614,26
1.929794,1.963104,1.352386,1.925369,1.616945,2.017618,26
1.832975,1.857556,1.404873,1.789746,2.088795,1.857533,26
1.931379,1.912359,1.258774,2.013469,1.636199,2.007344,26
1.945507,1.930153,1.242784,2.035303,1.659513,2.043269,26
1.853391,1.866358,1.228111,1.939771,1.618896,1.931508,26
1.890284,1.899256,1.316026,1.946862,2.144633,2.044002,26
1.916857,1.92251,1.27737,2.006516,1.666873,1.985779,26
1.895169,1.906984,1.248403,1.972018,1.613611,1.964639,26
2.650651,2.626029,2.243315,2.501411,2.592131,2.717508,26
1.864631,1.866013,1.260619,1.907998,2.098234,1.996697,26
1.939909,1.959559,1.309634,2.002614,1.651046,2.036369,26
1.835748,1.867617,1.271429,1.930136,1.641846,1.914694,26
1.82675,1.878449,1.351821,1.892209,1.633652,1.900898,26
1.888226,1.927706,1.34438,1.940014,1.628318,1.973731,26
1.85331,1.887306,1.289449,1.891405,1.638619,1.937761,26
1.961693,1.949239,1.24935,2.040926,1.668525,2.076729,26
1.898339,1.896272,1.270494,1.984751,1.649506,1.999378,26
1.937672,1.918068,1.212253,2.032391,1.616716,2.024881,26
1.869508,1.893629,1.291286,1.94339,1.597568,1.928382,26
1.89715,1.900371,1.257956,1.981204,1.588858,1.955361,26
1.896021,1.908213,1.260026,1.944164,1.587665,1.982234,26
1.916687,1.919056,1.266759,1.943319,1.690322,1.985867,26
1.903455,1.924689,1.291001,1.955666,1.597026,1.95688,26
1.870537,1.903091,1.312118,1.917572,1.595954,1.928901,26
1.912189,1.948562,1.347714,1.95254,1.628269,2.003594,26
1.936479,1.982635,1.603421,1.69541,1.869479,1.928247,26
1.978383,2.022021,1.619642,1.744964,1.880975,1.978258,26
1.904501,1.96361,1.622336,1.900407,1.612526,1.903906,26
1.944818,1.929108,1.268422,2.023762,1.63883,2.045831,26
1.990278,2.04281,1.616135,1.641945,1.781546,1.948271,26
1.869051,1.859148,1.270086,1.938172,2.12141,2.013134,26
1.834822,1.852517,1.296651,1.84845,2.074642,1.927597,26
1.883599,1.902171,1.311312,1.913058,2.135042,2.027162,26
2.661374,2.643729,2.259939,2.505006,2.614562,2.747688,26
1.940591,1.944037,1.282735,1.977367,1.649642,2.044551,26
1.94657,1.980761,1.354986,1.983647,1.671215,2.055232,26
1.93475,1.925824,1.259839,2.013716,1.657726,2.034314,26
1.957171,1.943155,1.25833,2.0452,1.664286,2.074052,26
2.132286,2.082341,1.456475,2.249305,1.845073,2.248861,26
1.929589,1.946942,1.30391,1.976781,1.641851,2.046141,26
2.08204,2.040672,1.36361,2.184085,1.780259,2.199154,26
1.904732,1.920877,1.250141,1.957683,1.602991,1.983137,26
1.884522,1.885039,1.242056,1.955485,1.619386,1.968583,26
1.917696,1.907809,1.247812,1.988756,1.621984,2.00747,26
1.898581,1.912165,1.294902,1.927323,2.122469,2.046699,26
1.829698,1.851085,1.321582,1.846452,2.088364,1.947026,26
1.914487,1.934872,1.295358,1.957121,1.598104,2.003007,26
1.974731,1.965644,1.278463,2.042989,1.667957,2.094858,26
2.705314,2.700702,2.33424,2.548579,2.691349,2.826473,26
1.896306,1.928868,1.327312,1.940362,1.642646,1.994641,26
1.910335,1.93374,1.317219,1.935634,1.651143,2.008474,26
1.887118,1.898295,1.26324,1.948863,1.627001,1.981065,26
1.909994,1.91569,1.260912,1.982183,1.609886,2.00568,26
1.989202,1.95726,1.303271,2.094401,1.689513,2.089158,26
1.908871,1.928044,1.284227,1.968014,1.631405,2.013231,26
1.87127,1.900095,1.305093,1.9313,1.596283,1.95338,26
1.905245,1.930882,1.319029,1.905226,1.562733,1.953783,26
1.884723,1.873139,1.316503,1.928226,2.069683,1.93993,26
1.89265,1.913803,1.284311,1.908534,1.538266,1.924284,26
1.897518,1.908213,1.269366,1.934191,2.104906,2.033677,26
1.464568,1.502186,1.583587,1.968386,1.947885,1.493242,26
1.769953,1.767377,1.510615,2.033494,1.71037,1.763229,26
1.52409,1.56713,1.603729,2.020278,2.048768,1.647605,26
1.752753,1.797293,1.620052,1.947251,1.846556,1.789664,26
1.88509,1.892025,1.128092,1.93757,1.824595,1.983663,26
1.885,1.918787,1.226028,1.857198,1.846121,1.944751,26
1.48247,1.51951,1.610462,2.024559,2.036139,1.566626,26
1.984305,2.01018,1.533212,2.088761,1.497415,1.985469,26
1.864979,1.869772,1.145249,1.925999,1.823626,1.966885,26
1.89064,1.893588,1.159776,1.948397,1.818711,1.971194,26
1.446453,1.495353,1.638894,1.980439,2.012783,1.526792,26
1.468472,1.497466,1.573196,2.01126,2.015107,1.600825,26
1.869649,1.859325,1.064441,1.919975,1.779833,1.936632,26
1.883905,1.87346,1.125566,1.941287,1.772275,1.926051,26
1.47153,1.491702,1.547106,2.000824,1.96753,1.533122,26
1.465902,1.467132,1.534673,2.017814,1.975126,1.564432,26
2.702909,2.663086,2.288721,2.540553,2.586003,2.726369,26
1.869079,1.86654,1.108671,1.919545,1.789144,1.949009,26
1.882563,1.87976,1.070163,1.939657,1.831241,1.981179,26
1.573915,1.589037,1.685143,2.091646,2.100823,1.673227,26
1.984699,2.003336,1.527788,2.053463,1.504045,2.032442,26
1.863989,1.854535,1.080458,1.921702,1.777852,1.931691,26
1.869263,1.861999,1.100911,1.922811,1.770549,1.9305,26
1.507484,1.482103,1.496368,2.052595,1.955993,1.611821,26
1.505606,1.495816,1.526252,2.038253,1.977756,1.598445,26
1.874364,1.867284,1.168759,1.96155,1.573057,1.914064,26
1.817348,1.831761,1.201522,1.911255,1.593768,1.878513,26
1.894831,1.909531,1.24478,1.96009,1.619556,1.988013,26
1.952717,1.963685,1.289144,2.002397,1.6613,2.069639,26
1.866218,1.882407,1.27822,1.869366,2.08145,1.967886,26
1.955924,1.936097,1.273542,2.049122,1.654471,2.064023,26
1.940455,1.943112,1.254526,2.017608,1.662426,2.054662,26
1.911581,1.936206,1.288498,1.966544,1.641909,2.008923,26
1.884014,1.902188,1.260296,1.957322,1.616509,1.975502,26
1.860329,1.888165,1.359758,1.920191,2.15812,1.997143,26
2.659556,2.641087,2.257735,2.505066,2.612395,2.743517,26
1.893583,1.935274,1.347841,1.954414,1.671987,1.99568,26
1.901777,1.920309,1.273454,1.979119,1.663108,2.012328,26
1.933128,1.946735,1.270283,1.999472,1.672027,2.049446,26
1.940452,1.972828,1.351935,1.982661,1.670996,2.054089,26
2.011927,1.985689,1.292141,2.105056,1.699229,2.127058,26
2.01555,1.98176,1.314665,2.129186,1.723156,2.130432,26
1.991043,1.959219,1.286121,2.095331,1.676579,2.098135,26
2.02756,1.99075,1.351208,2.134298,1.721683,2.148196,26
2.07031,2.022139,1.360435,2.183753,1.757269,2.175928,26
1.867642,1.917482,1.355509,1.863942,1.69328,1.964278,26
