@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.899487,1.89384,1.959077,1.646123,1.877769,1.94997,1.82599,1.841447,1.989719,1.807455,13
1.881583,1.922606,1.932562,1.620816,1.835876,1.932475,1.793235,1.87411,2.152687,1.969713,13
1.88398,1.930576,1.93608,1.569787,1.785235,1.922205,1.763838,1.819924,2.178387,1.993995,13
1.842751,1.856254,1.888852,1.602322,1.820123,1.877455,1.762221,1.773545,2.067851,1.883703,13
1.893126,1.993092,1.921934,1.609665,1.75946,1.908843,1.79456,1.820494,2.276416,2.11206,13
2.132533,2.100213,2.229139,1.833894,2.086907,2.215997,1.984172,2.152647,1.946907,1.733305,13
1.955285,2.070249,1.971998,1.706507,1.839381,1.970452,1.86435,1.931225,2.353856,2.220139,13
1.820221,1.927573,1.890982,1.775037,1.841526,1.86944,1.866542,1.863577,2.107647,2.10419,13
1.860103,1.932481,1.95355,1.782602,1.890312,1.940981,1.921883,1.896058,2.097744,2.033698,13
1.817804,1.892978,1.896225,1.761084,1.82578,1.871074,1.865424,1.819885,2.065089,2.030016,13
1.589868,1.449099,1.609392,1.951105,1.766087,1.639223,1.703267,1.919335,2.028703,2.016521,13
1.534561,1.444658,1.547556,1.938365,1.743086,1.570032,1.702531,1.849873,2.066552,2.066506,13
1.817143,1.914916,1.893537,1.736125,1.816513,1.867427,1.853302,1.837458,2.074,2.030127,13
1.849197,1.941698,1.905972,1.767355,1.820424,1.875093,1.86817,1.826224,2.113275,2.087932,13
1.495292,1.490713,1.517077,1.91837,1.71864,1.508418,1.696785,1.763196,2.121825,2.105072,13
1.445816,1.496536,1.463529,1.946305,1.717939,1.47581,1.747706,1.809447,2.149551,2.164564,13
1.80982,1.924859,1.8966,1.75353,1.834707,1.870331,1.884659,1.857525,2.091841,2.042466,13
1.846089,1.942497,1.922025,1.732435,1.829653,1.888768,1.863567,1.821514,2.100199,1.997117,13
1.488267,1.469359,1.504344,1.934568,1.727749,1.521609,1.734685,1.789027,2.121547,2.114111,13
1.494513,1.453246,1.492874,1.940439,1.707297,1.518989,1.707657,1.820438,2.098609,2.104782,13
1.799625,1.915056,1.888011,1.739173,1.824234,1.860517,1.863984,1.850556,2.076786,2.035914,13
1.821971,1.908043,1.899655,1.75399,1.832709,1.88089,1.865823,1.839914,2.077476,2.036224,13
1.457793,1.500592,1.477185,1.927753,1.710748,1.483821,1.727156,1.786037,2.143076,2.164891,13
1.554643,1.527202,1.597969,1.905417,1.756189,1.581237,1.712677,1.799578,2.112139,2.092935,13
1.796215,1.93624,1.902316,1.757322,1.85442,1.874104,1.898585,1.897261,2.092922,2.051338,13
1.826204,1.910121,1.911692,1.758951,1.845441,1.896451,1.877932,1.860406,2.077752,2.02372,13
1.520804,1.439767,1.542871,1.992938,1.804422,1.572294,1.773705,1.868423,2.065686,2.073846,13
1.546338,1.570912,1.558478,2.036879,1.820709,1.581506,1.835076,1.895245,2.207581,2.22548,13
1.794071,1.919637,1.895666,1.737451,1.836511,1.867515,1.875134,1.866313,2.078756,2.039297,13
1.815267,1.903247,1.906063,1.751866,1.842113,1.888109,1.869311,1.857317,2.068683,2.025948,13
1.467994,1.491284,1.504229,1.929685,1.73604,1.521956,1.740137,1.816757,2.132518,2.128445,13
1.537384,1.441495,1.56563,1.961549,1.782902,1.597047,1.730544,1.896214,2.061113,2.058252,13
1.881976,1.978568,1.960864,1.795979,1.883601,1.936097,1.912292,1.906197,2.128801,2.088934,13
1.815701,1.902418,1.895811,1.74566,1.826152,1.872183,1.854129,1.831118,2.069011,2.038676,13
1.518591,1.461266,1.545708,1.896944,1.711957,1.554877,1.687007,1.807317,2.076604,2.061884,13
1.477479,1.492639,1.487889,1.93044,1.714801,1.491851,1.72192,1.776758,2.130834,2.15456,13
1.819857,1.909951,1.8967,1.75677,1.833283,1.876848,1.863375,1.843797,2.082326,2.049785,13
1.835162,1.922299,1.904861,1.759158,1.833455,1.882493,1.86702,1.854772,2.102604,2.069719,13
1.524301,1.43992,1.54589,1.945982,1.74985,1.569842,1.720807,1.84827,2.058689,2.055925,13
1.47217,1.477316,1.49942,1.932261,1.728913,1.512252,1.737498,1.798033,2.124941,2.119585,13
1.821556,1.894678,1.901964,1.765244,1.833257,1.880827,1.873933,1.833264,2.067458,2.022386,13
1.838315,1.918135,1.903255,1.755266,1.821179,1.875605,1.877752,1.807124,2.083416,2.039753,13
1.488221,1.496264,1.526848,1.929236,1.736585,1.533695,1.758101,1.804977,2.133484,2.100727,13
1.474686,1.503286,1.494655,1.918053,1.699267,1.495602,1.734368,1.759953,2.153761,2.13705,13
1.820812,1.918641,1.900263,1.74691,1.827364,1.882035,1.869721,1.856806,2.077498,2.018305,13
1.833363,1.912223,1.900921,1.78273,1.835244,1.881709,1.882735,1.835165,2.089806,2.052606,13
1.488215,1.455825,1.503225,1.956623,1.749211,1.520467,1.74531,1.804409,2.093275,2.105546,13
1.552985,1.578682,1.547962,2.00574,1.771304,1.551493,1.795665,1.84165,2.203722,2.232474,13
1.823492,1.926991,1.894676,1.742981,1.817275,1.863876,1.864684,1.832868,2.084076,2.036571,13
1.857736,1.939445,1.91181,1.751522,1.814902,1.881129,1.864568,1.81306,2.105763,2.055052,13
1.456058,1.492685,1.462073,1.946077,1.715353,1.475548,1.738487,1.787244,2.132195,2.166558,13
1.465541,1.498856,1.479928,1.914716,1.696087,1.479768,1.713198,1.773379,2.140873,2.153806,13
1.824843,1.928673,1.89499,1.750454,1.821358,1.867339,1.867302,1.837829,2.096162,2.056058,13
1.84091,1.938914,1.906486,1.747493,1.817334,1.87914,1.858653,1.838658,2.104415,2.06669,13
1.477774,1.478298,1.471543,1.951261,1.715266,1.485978,1.733412,1.780693,2.119629,2.149303,13
1.479962,1.477665,1.491066,1.930237,1.714382,1.495523,1.723143,1.778173,2.117974,2.129052,13
1.84636,1.921508,1.905275,1.753474,1.812271,1.878887,1.861542,1.817232,2.090393,2.041989,13
1.84123,1.933953,1.903535,1.75913,1.816472,1.874957,1.873277,1.824996,2.104974,2.057848,13
1.465283,1.499031,1.48334,1.930998,1.710904,1.487575,1.745086,1.772081,2.142538,2.143962,13
1.477491,1.483861,1.484237,1.918357,1.693823,1.486942,1.712431,1.767182,2.128427,2.132815,13
1.840223,1.922256,1.90085,1.747858,1.813318,1.873239,1.860675,1.817326,2.087804,2.037164,13
1.85898,1.966413,1.913984,1.77926,1.831276,1.884439,1.891377,1.849706,2.137471,2.086475,13
1.54494,1.441312,1.546216,1.941315,1.723733,1.567362,1.699683,1.835578,2.052436,2.05416,13
1.450583,1.541133,1.455762,1.943911,1.692507,1.458373,1.751576,1.798632,2.183801,2.206237,13
1.845914,1.909547,1.911266,1.772185,1.831294,1.891226,1.878463,1.835884,2.08733,2.038994,13
1.844577,1.918183,1.902908,1.785538,1.829965,1.881862,1.881824,1.825505,2.098642,2.059918,13
1.470603,1.510956,1.462373,1.948598,1.698173,1.467343,1.738364,1.759887,2.155579,2.186209,13
1.46512,1.563431,1.461002,1.963364,1.704096,1.450858,1.754975,1.792589,2.175771,2.223018,13
1.818694,1.932636,1.900548,1.757185,1.830402,1.870014,1.889576,1.846103,2.099363,2.050305,13
1.849649,1.936672,1.907244,1.777827,1.824213,1.882073,1.882158,1.833599,2.111545,2.065044,13
1.47858,1.564645,1.491899,1.974701,1.755091,1.50298,1.785988,1.830424,2.19888,2.200754,13
1.471527,1.477055,1.482128,1.94409,1.723343,1.479545,1.712092,1.773316,2.123353,2.112514,13
1.820326,1.915283,1.900159,1.755275,1.826666,1.875177,1.878058,1.838041,2.083501,2.031862,13
1.848938,1.9232,1.911879,1.75929,1.818059,1.888045,1.871448,1.825283,2.090833,2.03184,13
1.465717,1.484797,1.47712,1.946803,1.719443,1.490237,1.742906,1.788615,2.135804,2.145136,13
1.468398,1.506865,1.466204,1.939337,1.693403,1.467315,1.731899,1.759504,2.157052,2.179263,13
1.827753,1.92506,1.894223,1.774782,1.836709,1.881054,1.881475,1.853412,2.101274,2.056678,13
1.831851,1.902856,1.899698,1.765029,1.827439,1.881738,1.870451,1.827904,2.080694,2.03488,13
1.509893,1.440022,1.51524,1.951,1.730007,1.536928,1.722012,1.818004,2.077213,2.083611,13
1.612346,1.599191,1.617006,2.035827,1.821349,1.614908,1.835601,1.854226,2.213757,2.22478,13
1.828197,1.9371,1.902787,1.767551,1.832741,1.874338,1.892304,1.855698,2.105078,2.050751,13
1.839282,1.918259,1.900646,1.768366,1.817379,1.872727,1.873711,1.81076,2.093469,2.053543,13
1.912121,1.773772,1.933529,1.888017,1.672976,1.962987,1.628309,2.229736,2.250397,2.116798,13
1.521222,1.559697,1.536022,2.009534,1.788901,1.551856,1.81081,1.880843,2.19356,2.211147,13
1.819778,1.914805,1.882124,1.611262,1.751222,1.871424,1.801494,1.792655,2.230632,1.996981,13
1.878879,1.959689,1.932717,1.627762,1.784304,1.93521,1.844824,1.842046,2.273936,1.994632,13
1.861508,1.901096,1.927162,1.622086,1.79627,1.935586,1.818151,1.861962,2.153144,1.875992,13
1.842197,1.922943,1.904167,1.648274,1.797387,1.902331,1.820062,1.845797,2.228303,1.942019,13
1.87492,1.96222,1.941359,1.627729,1.797893,1.945678,1.849729,1.862864,2.259076,2.002076,13
1.816004,1.825076,1.900474,1.574081,1.77168,1.889898,1.782516,1.75861,2.085755,1.8332,13
1.834184,1.912231,1.919816,1.565432,1.753277,1.892456,1.794203,1.751032,2.200121,1.931605,13
1.826622,1.897804,1.925476,1.566591,1.768221,1.903823,1.806018,1.776109,2.179595,1.925978,13
1.858691,1.908557,1.94435,1.587254,1.766543,1.917112,1.81696,1.751594,2.186108,1.927755,13
1.859937,1.886815,1.940906,1.574809,1.765172,1.915265,1.805851,1.739601,2.152146,1.886497,13
1.855233,1.896425,1.943524,1.592948,1.770658,1.914122,1.816426,1.746413,2.16142,1.911272,13
1.85169,1.899755,1.922075,1.595525,1.748719,1.893269,1.810992,1.723192,2.186019,1.943567,13
1.842488,1.902162,1.92957,1.560242,1.759204,1.906758,1.804957,1.759006,2.183279,1.919172,13
1.849524,1.891752,1.924946,1.562731,1.757476,1.907877,1.786274,1.759001,2.172043,1.888257,13
1.86808,1.863727,1.931423,2.036003,1.960277,1.923465,1.975304,2.022802,1.849004,2.039302,13
1.92906,1.863537,1.987565,2.106866,2.034484,1.985814,2.023648,2.090527,1.650939,1.875266,13
2.135678,2.05918,2.211467,2.0792,2.087271,2.195543,2.073158,2.197151,1.561642,1.748797,13
1.847648,1.883147,1.923352,1.564389,1.755275,1.907414,1.793762,1.750731,2.168236,1.908799,13
1.848701,1.904052,1.937662,1.565324,1.763749,1.912815,1.808424,1.756593,2.180076,1.921235,13
1.868159,1.919434,1.949405,1.568457,1.760805,1.925997,1.812119,1.759745,2.196432,1.921823,13
1.856411,1.914813,1.926805,1.580969,1.763972,1.921566,1.811289,1.80102,2.208761,1.925404,13
1.845366,1.865945,1.897426,1.624743,1.785362,1.894766,1.787502,1.792796,2.11794,1.843234,13
1.850871,1.889693,1.904799,1.610227,1.764499,1.906142,1.803085,1.808334,2.14639,1.910459,13
1.971116,1.897681,2.047115,1.766976,1.954803,2.038188,1.933244,1.893749,1.844924,1.555013,13
1.838657,1.869357,1.901861,1.614661,1.784465,1.906764,1.80767,1.814824,2.149511,1.867169,13
1.840204,1.919831,1.9093,1.569882,1.748516,1.889917,1.776343,1.77516,2.209276,1.903837,13
1.841389,1.829604,1.907663,1.583835,1.777673,1.90572,1.784591,1.777308,2.058539,1.766897,13
1.845461,1.821357,1.919356,1.579963,1.778976,1.894406,1.75729,1.730097,2.029229,1.738215,13
1.869869,1.922566,1.926826,1.624769,1.790379,1.932561,1.832613,1.839418,2.220321,1.921057,13
1.883306,1.864695,1.956373,1.69972,1.870204,1.955424,1.832709,1.882944,1.91316,1.668419,13
1.809554,1.84655,1.887986,1.635696,1.759484,1.836519,1.753508,1.685576,2.122952,1.873096,13
1.813805,1.825147,1.877937,1.627616,1.799254,1.869511,1.791445,1.755041,2.059996,1.751551,13
1.809344,1.822918,1.882164,1.582576,1.763132,1.876079,1.778158,1.758387,2.08648,1.831936,13
1.868658,1.910439,1.930779,1.616576,1.793395,1.937385,1.82688,1.842407,2.198956,1.887434,13
1.868367,1.86043,1.92924,1.63451,1.822995,1.942991,1.829109,1.848934,2.080609,1.790103,13
1.832298,1.858763,1.9128,1.599219,1.794315,1.91662,1.805263,1.82446,2.121568,1.839585,13
1.837296,1.896757,1.904202,1.5699,1.777793,1.891599,1.755894,1.812072,2.154104,1.985198,13
1.908253,1.958682,1.969815,1.628134,1.843286,1.964494,1.811585,1.896658,2.167489,2.007636,13
1.801339,1.798705,1.874859,1.590742,1.761037,1.863783,1.763834,1.749766,2.009784,1.774756,13
1.998411,1.985605,2.104109,1.962941,2.03915,2.094476,2.010552,2.113952,1.627915,1.722076,13
1.808289,1.845975,1.889351,1.582545,1.759719,1.883039,1.778771,1.788137,2.112387,1.863101,13
1.871968,1.915895,1.945998,1.557743,1.759245,1.900189,1.749856,1.708846,2.169879,1.861265,13
1.986033,1.96511,2.070192,2.068122,2.029581,2.063928,2.00756,2.17456,1.628718,1.840412,13
2.110667,1.983904,2.163045,2.105929,2.119,2.153687,2.089717,2.137291,1.726158,1.585316,13
1.816167,1.85508,1.871735,1.632177,1.755359,1.864528,1.794849,1.772298,2.135163,1.905267,13
1.793252,1.807493,1.867459,1.598201,1.763488,1.838485,1.761584,1.689278,2.07259,1.803543,13
1.965929,1.902997,2.029228,1.730008,1.947328,1.990633,1.904105,1.746546,1.941869,1.594731,13
1.844088,1.875674,1.895924,1.618508,1.751493,1.888814,1.799539,1.773561,2.144183,1.881105,13
1.864294,1.884652,1.911257,1.636612,1.765285,1.90684,1.809743,1.795365,2.15736,1.852653,13
1.844076,1.832981,1.896906,1.654456,1.798574,1.89167,1.804608,1.779338,2.05594,1.731669,13
1.78835,1.813669,1.868403,1.60003,1.75926,1.85793,1.770382,1.765574,2.013074,1.840259,13
2.008413,2.002144,2.11359,1.890424,2.040403,2.10732,2.011937,2.067804,1.706157,1.672436,13
1.834901,1.851813,1.884035,1.633845,1.761142,1.879975,1.797881,1.773009,2.121632,1.864503,13
1.863532,1.877522,1.908454,1.630006,1.764037,1.905671,1.805226,1.791102,2.138209,1.840906,13
2.072034,2.059924,2.168996,1.960552,2.068864,2.160957,2.051818,2.134833,1.660348,1.750441,13
1.835669,1.85081,1.899599,1.607986,1.81165,1.88642,1.77321,1.794462,2.045178,1.860834,13
2.114701,1.991903,2.169206,1.756726,1.919186,2.142306,1.867512,1.981246,1.951889,1.585401,13
1.900952,1.988544,1.943125,1.597305,1.766879,1.917389,1.783825,1.808315,2.245202,2.099338,13
1.903861,2.009801,1.932588,1.629183,1.775843,1.90372,1.783358,1.806921,2.27255,2.130677,13
1.882835,1.887291,1.903694,1.674891,1.829062,1.887989,1.814727,1.769802,2.090178,1.954845,13
1.878532,1.900894,1.943448,1.640633,1.865734,1.911904,1.768299,1.809273,2.055938,1.826865,13
1.945276,1.999025,1.974462,1.720522,1.879837,1.928433,1.775845,1.832259,2.161317,1.927222,13
1.905329,1.982185,1.92678,1.659059,1.807386,1.91307,1.791149,1.847942,2.235246,2.092337,13
2.032267,2.033111,2.101452,1.821654,2.043349,2.082362,1.991731,1.963175,1.938525,1.768298,13
2.016168,1.987042,2.047582,1.800478,1.961917,2.01821,1.930844,1.858787,1.977608,1.7615,13
2.122325,2.119101,2.145705,2.178718,2.014717,2.11335,2.018424,2.244191,1.70639,2.088999,13
1.869344,1.887162,1.897476,1.629118,1.781969,1.876826,1.761849,1.767313,2.139708,1.980305,13
1.973213,1.919842,2.031333,1.724751,1.940675,2.022865,1.859909,1.933183,1.945199,1.794883,13
1.89967,1.997699,1.952763,1.646201,1.852589,1.946998,1.80155,1.918609,2.255796,2.069166,13
1.861331,1.946212,1.913109,1.607472,1.791853,1.890119,1.759268,1.814137,2.214307,2.049248,13
1.879733,1.911328,1.943703,1.607855,1.81859,1.920901,1.780638,1.81653,2.123806,1.953016,13
1.869615,1.93461,1.928442,1.600948,1.810092,1.920232,1.779857,1.857146,2.180607,2.021662,13
1.828388,1.873617,1.90285,1.567675,1.73979,1.86736,1.756349,1.70626,2.14582,1.879643,13
1.861241,1.881241,1.9133,1.635917,1.794631,1.91603,1.812472,1.815388,2.147467,1.83908,13
1.877253,1.850875,1.927275,1.678102,1.828792,1.917493,1.819825,1.789482,1.962378,1.660907,13
1.773747,1.817513,1.869901,1.610529,1.774864,1.863783,1.778924,1.803906,2.069583,1.859002,13
1.838154,1.87386,1.899934,1.579857,1.741264,1.877634,1.775635,1.724857,2.148715,1.852814,13
1.917053,1.892929,1.972369,1.720842,1.883027,1.959558,1.842066,1.843768,1.976356,1.601728,13
1.830399,1.844077,1.885639,1.615468,1.774204,1.87627,1.775765,1.760115,2.114086,1.808494,13
1.854822,1.834245,1.910947,1.600325,1.784127,1.903121,1.786277,1.755998,2.053437,1.729571,13
1.857273,1.867749,1.910475,1.62275,1.789334,1.905932,1.791123,1.790213,2.138655,1.794409,13
1.952583,1.901033,2.039714,1.764714,1.931153,2.026115,1.874802,1.948351,1.800918,1.552874,13
1.870577,1.827392,1.90657,2.073901,1.943103,1.890981,1.921233,2.030323,1.743219,1.997635,13
1.884153,1.977699,1.92787,1.603573,1.767196,1.900091,1.787605,1.793383,2.259966,2.09892,13
1.932685,1.924732,1.962264,1.578982,1.786939,1.950827,1.769318,1.810716,2.140106,1.947526,13
1.885947,1.902329,1.930113,1.577402,1.762242,1.907104,1.753612,1.772512,2.141185,1.96623,13
1.917239,1.966291,1.937988,1.664371,1.807577,1.930321,1.803534,1.861451,2.203611,2.083783,13
1.86116,1.898827,1.918321,1.568602,1.779147,1.893517,1.732637,1.782698,2.11817,1.935573,13
1.858895,1.855089,1.91419,1.586758,1.822155,1.912854,1.775662,1.813723,2.056317,1.872258,13
1.895773,1.92024,1.932811,1.610397,1.794228,1.921368,1.773876,1.824474,2.118667,1.962324,13
1.88235,1.959478,1.963865,1.580061,1.813321,1.93918,1.780782,1.851506,2.192938,2.018604,13
1.889903,1.997474,1.965563,1.579209,1.799798,1.94148,1.789189,1.856876,2.224524,2.060398,13
1.908031,1.93775,1.969923,1.576395,1.816197,1.962747,1.766624,1.881649,2.167683,1.951493,13
1.953327,2.012823,2.045124,1.771503,2.002236,2.013011,1.954766,1.883883,1.950192,1.761801,13
2.10761,1.98996,2.156115,2.072508,2.024791,2.140936,1.961654,2.218581,1.669885,1.877453,13
1.90851,1.956962,1.954131,1.604053,1.810261,1.953008,1.782309,1.891475,2.152665,1.984927,13
1.871173,1.91005,1.930402,1.602153,1.8199,1.919072,1.778387,1.839069,2.138679,1.986515,13
1.892133,1.958923,1.93403,1.616323,1.812959,1.93545,1.793331,1.882219,2.213293,2.051266,13
1.899108,1.958042,1.935864,1.644556,1.822173,1.921053,1.777619,1.858314,2.193058,2.009725,13
1.838331,1.903942,1.906391,1.625521,1.844434,1.903803,1.800615,1.859256,2.168098,2.008377,13
1.929486,1.947974,1.969686,1.699768,1.882007,1.973897,1.837857,1.930475,2.0527,1.916965,13
1.510893,1.653394,1.626943,1.427199,1.554859,1.603124,1.604083,1.592875,1.831434,1.768436,13
1.530273,1.645821,1.628986,1.41312,1.527398,1.602438,1.579986,1.5613,1.819681,1.741734,13
1.071611,1.109592,1.103739,1.623771,1.370828,1.102456,1.400165,1.461268,1.877116,1.873032,13
1.541353,1.622569,1.641571,1.435139,1.551916,1.623148,1.593566,1.555931,1.815384,1.741196,13
1.535902,1.622927,1.633916,1.420296,1.539111,1.604086,1.567955,1.521935,1.807891,1.724274,13
1.187526,1.06304,1.212493,1.62426,1.405293,1.227911,1.364477,1.514941,1.798598,1.775085,13
1.070867,1.091376,1.094159,1.628649,1.374973,1.113023,1.391834,1.483634,1.872377,1.866278,13
1.511825,1.632536,1.622611,1.411674,1.534918,1.591726,1.585374,1.551473,1.8146,1.749035,13
1.542362,1.628113,1.641643,1.433799,1.550715,1.620925,1.594933,1.54628,1.812406,1.742151,13
1.246604,1.097739,1.30731,1.565456,1.393108,1.324902,1.323422,1.589581,1.777186,1.694746,13
1.134499,1.096081,1.190872,1.659089,1.460238,1.198698,1.457304,1.488073,1.835012,1.815153,13
1.530157,1.646735,1.636765,1.386156,1.527717,1.605385,1.576818,1.550685,1.812261,1.726807,13
1.556634,1.63168,1.650024,1.403329,1.537349,1.626964,1.578092,1.527244,1.809243,1.721685,13
1.122163,1.085247,1.149199,1.638148,1.403936,1.154648,1.401224,1.467032,1.84755,1.844437,13
1.10323,1.098308,1.088031,1.719389,1.421468,1.084711,1.436914,1.437762,1.903438,1.907262,13
1.533524,1.646621,1.645486,1.436708,1.568048,1.633829,1.60289,1.59734,1.828705,1.753713,13
1.543549,1.620376,1.642496,1.422738,1.542936,1.624402,1.57957,1.557182,1.8012,1.71938,13
1.245512,1.069193,1.294372,1.592578,1.390093,1.317801,1.321805,1.613648,1.766495,1.697736,13
1.070741,1.104995,1.10119,1.628799,1.374107,1.104301,1.394228,1.469969,1.888243,1.885621,13
1.527103,1.671558,1.627317,1.440607,1.550385,1.598434,1.608249,1.590662,1.857472,1.780477,13
1.518494,1.618778,1.614898,1.443344,1.537245,1.593107,1.576361,1.548076,1.815863,1.765555,13
1.052435,1.115063,1.0711,1.652324,1.386805,1.087536,1.411919,1.483867,1.899661,1.929215,13
1.060653,1.086885,1.080425,1.661452,1.399492,1.106739,1.407537,1.509074,1.884112,1.900685,13
1.530721,1.631834,1.629249,1.448138,1.552025,1.614305,1.587396,1.578095,1.824412,1.7625,13
1.544161,1.648744,1.623795,1.442321,1.539233,1.603195,1.573924,1.555396,1.844182,1.798035,13
1.166226,1.073457,1.168505,1.640565,1.379289,1.198472,1.335556,1.570659,1.816681,1.834285,13
